yn,id,cg,eg,re,ms,fw,cl,hw,ra,nc,se,ag,wc,ne,oc,dr
no,2041,1.88082358886559,e2,wto,ow,1.3730565,1.38601092046659,3.61,gmp,0,vrm,0.374163042929554,xv,ydq,ey,qe
no,299996,1.68468870225457,e5,wib,kh,2.3644776,1.35985515194495,3.61,kvy,0.3,vrm,0.316233693171678,xv,rql,al,oi
no,526733,1.60252425814819,e2,pzv,lz,2.8025631,1.36659727481154,3.16,kvy,0.2,vrm,0.374163042929554,xv,jle,al,oi
no,441127,1.73170785627733,e2,wto,lz,2.1024013,1.39370431968188,2.83,gmp,0.4,vrm,0.374163042929554,pv,ydq,jl,oi
no,29146,1.78792032167369,e2,wto,lz,0.055884972,1.3181193869898,3.61,kvy,0,vrm,0.316233693171678,xv,ydq,lr,oi
no,345597,1.78426565400654,e2,pzv,kh,1.0803763,1.38145354219017,3.46,kvy,0.9,vrm,0.374163042929554,xv,ydq,lr,oi
yes,412395,2.37510316602874,e2,pzv,ls,0.55557187,1.42603734212167,3.16,kvy,0.4,jtl,0.547718551740173,gf,ydq,lr,qe
yes,336894,1.93967933900446,e8,wto,im,0.17567158,1.42720121647415,3.32,kvy,0.2,vrm,0.447214229441579,gf,jle,lr,oi
yes,62416,2.13844267672059,e2,pzv,hf,0.518002,1.38859620759547,3.61,gmp,1.6,vrm,0.399999810107415,xv,kcr,wg,oi
yes,562844,2.44453042060801,e2,wto,kh,0.61632676,1.5059695567433,3.61,kvy,0.3,vrm,0.519617086757995,pv,jle,pw,oi
no,51257,1.63688553674009,e2,wto,im,1.2309048,1.37442547314151,2.65,kvy,0.4,vrm,0.316072512997894,xv,kcr,lr,oi
no,134559,1.61329522816922,e2,wto,im,2.8480845,1.36193971539775,2.83,kvy,0.3,vrm,0.316233693171678,xv,jle,lr,qe
no,582277,1.6452596828736,e2,wib,hf,0.22995213,1.36152336965101,3,kvy,0,vrm,0.316233693171678,pv,jle,jz,oi
yes,204114,1.6356359036612,e2,wib,ay,0.50751716,1.36193971539775,3,kvy,0.8,jtl,0.316233693171678,pv,kcr,jl,oi
no,30657,1.87861089886912,e2,wto,kh,3.0193048,1.3708045390152,3.46,kvy,1.1,vrm,0.399999810107415,xv,jle,lr,qe
no,444872,2.03140475761284,e2,wto,lz,9.4684088,1.52048060124297,3.46,kvy,0.4,vrm,0.447214229441579,gf,kcr,lr,oi
no,419591,1.86873788529306,e2,wto,im,0.17650193,1.38209457532609,3.16,gmp,0.6,vrm,0.374163042929554,pv,kcr,ey,oi
yes,449576,2.32755786746632,e2,wto,kh,2.416877,0,2.83,kvy,1.8,jtl,0.616434254735551,xv,jle,lr,qe
no,4946,1.73023300691829,e2,wto,lz,2.8534265,1.36152336965101,3.46,gmp,0.3,vrm,0.316233693171678,pv,ydq,ey,oi
no,357469,1.75056643933208,e2,wto,im,0.59736259,1.36152336965101,3.61,kvy,0.2,vrm,0.316233693171678,pv,kcr,al,oi
no,6258,1.82679721344219,e2,wto,ls,2.0428588,1.35426212104138,3.32,kvy,0.3,vrm,0.374163042929554,xv,ydq,lr,oi
no,213014,1.60729540815279,e2,wto,im,1.8603652,1.36193971539775,2.83,kvy,0.2,vrm,0.316233693171678,xv,ydq,al,oi
yes,455444,2.31088916769431,e2,pzv,lz,0.43570414,0,3.61,tdg,1.6,vrm,0.399999810107415,xv,ydq,lr,oi
no,12060,1.72470947387015,e2,wto,lz,0.86725508,1.3708045390152,3.16,kvy,0.1,vrm,0.399999810107415,xv,jle,lr,qe
no,511068,1.78795279954503,e2,pzv,im,0.075305844,1.3687910327232,3.61,kvy,0.7,vrm,0.316233693171678,pv,kcr,ey,oi
no,519382,1.61537190696291,e2,wto,lz,1.0149033,1.327862629705,2.24,kvy,0,jtl,0.398374741739034,xv,jle,al,oi
no,390833,1.61711578709187,e2,wto,ow,2.0148979,1.36674564363031,2.24,gmp,0.2,vrm,0.360547810422435,xv,kcr,al,oi
no,453806,1.75734050307744,e2,wto,lz,0.10745736,1.38171036006786,3.16,kvy,0,vrm,0.399871846979977,gf,jle,al,oi
no,499358,1.88262709638761,e2,wto,im,2.7830561,1.38261416296948,3.32,kvy,0,vrm,0.399999810107415,gf,jle,lr,oi
yes,543609,1.86025961984745,e8,wto,lz,0.57950399,1.36633695861022,3.74,kvy,0.1,vrm,0.399999810107415,xv,kcr,al,oi
no,77326,1.66648696968857,e2,wib,kh,1.3881447,1.39077457234884,3,gmp,0.5,vrm,0.374163042929554,xv,jle,al,qe
no,164946,1.68053156447033,e2,wto,lz,1.825519,1.41291275754896,2.24,kvy,0,vrm,0.424268256506693,pv,kcr,lr,oi
no,265416,1.89699432624656,e2,wto,hf,1.7354829,1.41291275754896,3.32,gmp,0,vrm,0.424268256506693,xv,ydq,al,oi
no,593531,1.86254489735066,e2,ldi,im,0.3390602,1.41892108952124,3.16,gmp,0,vrm,0.424268256506693,gf,ydq,al,oi
no,224802,1.7199892231496,e2,ldi,kh,0.0076209795,1.42130792671633,3,kvy,0.2,vrm,0.374163042929554,pv,ydq,jl,oi
no,555920,1.80395795737685,e2,wto,kh,4.7674628,1.41291275754896,2.83,kvy,0.2,vrm,0.424268256506693,pv,rql,ey,oi
no,68001,1.75821720366185,e2,pzv,im,1.5193601,1.40136547544943,3,kvy,0.4,vrm,0.399999810107415,xv,kcr,al,oi
no,149750,1.67989905424389,e2,wto,im,0.78475205,1.29443955220559,3,kvy,0,vrm,0.316233693171678,xv,kcr,al,qe
no,245474,1.62766796137152,e2,pzv,ay,5.6050567,1.30082395547467,2.65,gmp,0.5,jtl,0.374163042929554,pv,kcr,al,oi
yes,278717,1.85090960092635,e2,wto,lz,2.6472973,0,3.74,kvy,1.1,vrm,0.374163042929554,pv,jle,lr,qe
no,41191,1.60629377039905,e2,wib,ow,0.57823706,1.30707373735466,3,gmp,0.9,vrm,0.316233693171678,xv,ydq,lr,oi
no,111152,1.75024151948389,e2,wto,im,1.1533165,1.29443955220559,3.61,tdg,0,vrm,0.316233693171678,pv,ydq,rk,oi
no,170128,1.37254447866142,e2,wib,lz,4.6065661,0,0,kvy,0,vrm,0.39937810198432,xv,rql,al,qe
no,540580,1.58476272420422,e2,wto,lz,3.1796706,1.31858224382663,2.24,kvy,0,vrm,0.316233693171678,xv,jle,wg,oi
no,53699,1.46293405246565,e2,wto,lz,1.5139637,0,0,gmp,0,vrm,0.399754899933854,xv,kcr,al,oi
no,269209,1.48843380344903,e2,wib,ls,1.5485365,1.36468363282939,1.41,ojk,0.3,vrm,0.316233693171678,xv,kcr,al,qe
yes,559616,1.63947731012406,e2,wib,kh,0.88024917,1.35833462460462,3.16,kvy,1.1,vrm,0.316233693171678,pv,ydq,jz,oi
no,181180,1.79126572855781,e2,wto,kh,0.12356945,1.30904030867967,3.46,gmp,0.2,vrm,0.374163042929554,xv,kcr,lr,qe
yes,481467,2.58801774146146,e2,pzv,ow,1.1934893,1.51865293974139,3.74,kvy,0,vrm,0.565687580458434,pv,jle,jz,oi
no,411608,1.70466169657353,e2,pzv,lz,3.0920457,1.3687910327232,3.61,kvy,0.3,vrm,0.316233693171678,xv,ydq,al,oi
no,514490,1.60463860114399,e2,wto,im,0.73724829,1.35833462460462,3,kvy,0.3,vrm,0.316233693171678,xv,kcr,lr,oi
no,919,1.96108472238836,e2,ldi,lz,0.053857237,1.41892108952124,3.61,kvy,0,vrm,0.374163042929554,xv,ydq,al,oi
no,92888,1.7400147197703,e2,wto,lz,2.602939,1.30165286227764,3.61,ojk,0.2,vrm,0.316233693171678,xv,kcr,lr,oi
no,556296,1.64644912572377,e2,pzv,im,1.4110388,1.39750116090345,1.41,kvy,0.6,vrm,0.408404143265358,xv,rql,wg,oi
yes,76094,1.74096604269322,e3,pzv,ow,3.6128509,1.30082395547467,3.32,kvy,0.3,jtl,0.374163042929554,xv,ydq,al,oi
no,156838,1.7335921950744,e2,wto,ls,0.57913128,1.40620761932421,3,tdg,0.2,vrm,0.447214229441579,pv,jle,ey,oi
no,108858,1.66776522113189,e2,wib,im,2.7465792,1.35833462460462,3.32,kvy,0.7,vrm,0.316233693171678,pv,ydq,jz,oi
no,406996,1.74333537935039,e2,wto,im,2.074606,1.3985017830036,3,kvy,0,vrm,0.399999810107415,pv,ydq,ey,oi
yes,141744,2.12480823809199,e2,wto,ay,0.87949412,1.52048060124297,3.46,kvy,1.2,vrm,0.447214229441579,pv,ydq,qt,oi
no,318085,1.50193860601485,e2,wto,hf,1.812687,1.31144630096247,0,kvy,0.2,vrm,0.316072512997894,pv,rql,al,oi
no,298978,1.89751799740923,e2,wto,kh,3.1023318,1.41809801132634,3.32,kvy,0.2,vrm,0.399999810107415,pv,ydq,al,oi
no,128595,1.66033303814664,e2,wto,ow,1.8516343,1.30165286227764,3.16,gmp,0.5,vrm,0.316233693171678,xv,jle,al,oi
no,437395,1.82635849328588,e2,ldi,lz,2.5544613,1.43011198882694,3.61,kvy,0.1,vrm,0.374163042929554,pv,kcr,al,oi
no,486743,1.69197232902094,e2,pzv,ow,1.1563938,1.3687910327232,3.32,kvy,0,vrm,0.316233693171678,xv,ydq,al,qe
no,371295,1.63402160076074,e2,wib,lz,2.2122733,1.34726648997435,3.32,gmp,0.3,vrm,0.316233693171678,pv,jle,al,oi
no,352993,1.97874005472431,e2,wto,lz,1.0204204,1.34670496421873,3.61,kvy,0,vrm,0.424268256506693,pv,kcr,lr,oi
no,243937,1.89035190573167,e2,pzv,lz,1.5286402,1.33076174162489,3.74,kvy,0,vrm,0.374163042929554,xv,kcr,lr,oi
no,449020,1.79175300013157,e2,wto,yd,0.60069683,1.39267989076105,3.46,kvy,0.3,vrm,0.374163042929554,pv,ydq,ey,oi
no,390843,1.71980008064343,e2,wto,ow,2.2180056,1.36152336965101,3.61,kvy,0,vrm,0.316233693171678,xv,ydq,al,qe
no,107762,1.57893597862899,e2,pzv,ow,0.058639799,1.37682096419753,2.45,kvy,0,vrm,0.316233693171678,xv,jle,lr,oi
no,138230,1.66495828491059,e2,wto,ow,4.3146291,0,2.45,kvy,0,jtl,0.399871846979977,xv,kcr,al,oi
no,24009,1.81500145726502,e2,wto,ow,1.2239616,1.3708045390152,3.61,kvy,0.3,vrm,0.399999810107415,xv,jle,al,oi
no,7762,1.64117965607981,e2,wto,im,0.27870139,1.38404870502984,2.24,gmp,0.2,vrm,0.316233693171678,li,jle,al,oi
no,561099,1.88407935014025,e2,wto,kh,4.1048003,1.40743963312431,3.46,kvy,1.4,vrm,0.399999810107415,xv,kcr,al,oi
yes,139268,2.21529603757955,e2,pzv,ls,4.6458617,1.3106535269145,3.46,kvy,0,jtl,0.399999810107415,xv,ydq,lr,oi
no,535497,1.61639439580183,e2,wib,im,0.33502709,1.35833462460462,3.16,kvy,0.2,vrm,0.316233693171678,xv,ydq,al,qe
no,557995,1.6939544200712,e2,wto,lz,0.70396341,1.40743963312431,2,kvy,0.6,vrm,0.399506082093302,pv,ydq,ey,oi
no,432430,1.63450502461954,e2,wto,lz,1.6984335,1.37442547314151,2.45,tdg,0.3,vrm,0.316233693171678,xv,ydq,lr,oi
no,50486,1.75952129190903,e2,wto,lz,0.85078937,1.39750116090345,3.16,kvy,0.4,vrm,0.374163042929554,xv,jle,al,oi
no,570029,1.62569055409125,e2,ldi,kh,1.0903251,1.31353096264005,2.24,kvy,0.5,vrm,0.399506082093302,gf,kcr,al,oi
no,409301,1.59417546713116,e6,wto,kh,3.0958466,1.36193971539775,2.65,kvy,0.3,vrm,0.316233693171678,xv,ydq,al,oi
no,499007,1.78841619705432,e2,wto,kh,1.8599349,0,3.61,kvy,0.2,vrm,0.399999810107415,xv,rql,al,oi
yes,168003,1.92554252164105,e2,wto,lz,0.40645481,1.32419426626915,3.74,gmp,0.5,vrm,0.399999810107415,xv,kcr,al,oi
no,578216,1.80748071899233,e2,wto,hf,0.49695409,1.32124670722583,3.32,kvy,0.6,vrm,0.374163042929554,xv,kcr,lr,oi
no,172488,1.91213560441814,e2,wto,ls,0.41899969,1.40236962057645,3.61,kvy,0.8,vrm,0.399999810107415,xv,ydq,lr,oi
no,296704,1.63434931413612,e2,pzv,lz,1.2064373,1.36659727481154,2.83,kvy,0.6,vrm,0.374163042929554,xv,kcr,lr,oi
no,214393,1.91824470574075,e2,wto,im,3.1158017,0,3.74,kvy,0.5,vrm,0.387290745222102,pv,ydq,al,oi
yes,128452,1.95534508113652,e1,wto,lz,0.29405586,1.32000313225935,3.61,gmp,0.3,vrm,0.399999810107415,gf,ydq,lr,oi
yes,402522,1.571100311844,e1,wib,kh,0.4307071,1.28982576824029,3,kvy,0,vrm,0.316233693171678,xv,jle,rk,oi
no,299436,1.54812691921145,e2,wto,ls,1.5160982,1.30805474820575,2,gmp,1.6,vrm,0.316072512997894,xv,ydq,lr,oi
yes,436888,3.53546741346881,e2,wto,lz,0.71797904,0,3.32,kvy,1.8,vrm,0.692816346182971,gf,ydq,lr,oi
no,331156,1.6650273706471,e2,pzv,yd,1.0732842,1.30332300655734,3.32,kvy,0.2,vrm,0.316233693171678,pv,ydq,al,oi
yes,544196,1.59703756248681,e6,wto,lz,0.84739888,1.36400431446099,2,kvy,0.4,vrm,0.316072512997894,xv,kcr,lr,oi
no,431351,1.65403005159933,e2,wto,lz,1.4719478,1.36850751819221,3,kvy,0,vrm,0.316233693171678,pv,ydq,jz,oi
no,369521,1.61002222147816,e2,wib,im,2.1469344,1.35833462460462,3.16,gmp,0.3,vrm,0.316233693171678,gf,rql,lr,oi
yes,580442,2.15354129505816,e3,pzv,yd,2.7305182,0,3.61,kvy,1.1,jtl,0.447214229441579,xv,jle,lr,oi
no,509055,1.80843801317189,e2,wto,im,1.866179,0,3.74,gmp,0.1,vrm,0.316233693171678,xv,jle,al,oi
no,123698,1.78721317436574,e2,pzv,kh,1.5635718,1.39370431968188,3.46,kvy,0.4,vrm,0.399999810107415,pv,ydq,jz,oi
no,456105,1.66297628493236,e2,wto,lz,5.3716825,1.29443955220559,3,kvy,0.3,vrm,0.316233693171678,xv,ydq,lr,oi
yes,242787,1.77666995498423,e3,wto,lz,3.3937089,1.35071604368848,2.83,kvy,0,vrm,0.424268256506693,xv,kcr,ey,oi
yes,456743,1.83650831925941,e2,ldi,lz,2.5326367,1.43011198882694,3.74,kvy,0.3,vrm,0.374163042929554,gf,ydq,rk,qe
no,541791,1.61064394786957,e2,wto,lz,0.0039330302,1.35833462460462,2.83,kvy,0.2,vrm,0.316233693171678,xv,ydq,lr,oi
yes,334717,1.87941568110544,e2,pzv,lz,2.1912176,1.32078143463749,3.74,gmp,0.6,vrm,0.316233693171678,xv,ydq,lr,oi
no,341614,1.83940203275536,e2,wto,lz,0.35045939,1.3181193869898,3.61,kvy,0,vrm,0.316233693171678,xv,ydq,lr,oi
yes,265893,2.01243952583008,e6,pzv,im,0.88475045,1.4,3.16,kvy,0.7,vrm,0.424268256506693,pv,ydq,jl,oi
no,407788,1.71928384196913,e2,wto,kh,0.081455515,1.36152336965101,3.61,kvy,0.2,vrm,0.316233693171678,pv,ydq,al,oi
no,307340,1.59102942710222,e2,wib,kh,2.1390395,1.35833462460462,3,kvy,0.1,vrm,0.316233693171678,xv,jle,al,oi
no,432401,1.60950419351317,e2,wib,lz,1.8014636,1.36193971539775,2.83,gmp,0.3,vrm,0.316233693171678,pv,ydq,al,oi
no,134679,1.6834411096676,e2,pzv,kh,0.51691573,1.3924303524012,2.45,gmp,0,vrm,0.424268256506693,xv,ydq,jz,oi
no,14560,1.69734345764342,e2,pzv,kh,2.7744123,1.38209457532609,3,kvy,0.2,vrm,0.316233693171678,xv,kcr,al,qe
no,77140,1.72675409413097,e2,pzv,ay,4.5029062,1.37549260872163,3.32,kvy,0.2,vrm,0.316233693171678,pv,ydq,ey,oi
no,323180,1.5620184161299,e2,wto,im,0.56065254,1.36193971539775,2.45,kvy,0.1,vrm,0.316233693171678,xv,ydq,me,oi
yes,123286,2.15640475523032,e2,pzv,ow,4.5028238,1.49497742788669,3.61,ojk,0.3,vrm,0.489900191478104,pv,kcr,jz,oi
no,347941,1.88056987578691,e2,wto,lz,1.1849688,1.3788221115358,3.16,gmp,0.5,vrm,0.374163042929554,xv,kcr,lr,oi
no,404035,1.70715758314463,e2,pzv,yd,1.1213709,1.38742752041322,3,kvy,0.4,jtl,0.374163042929554,pv,ydq,ey,oi
no,16850,1.78161129074405,e2,wto,lz,0.16004685,1.37815074521972,2.83,kvy,0.2,vrm,0.387290745222102,pv,ydq,al,oi
yes,74774,1.87114213089031,e2,wto,lz,0.71632437,1.38209457532609,3,kvy,1.1,vrm,0.374163042929554,pv,kcr,ey,oi
no,337820,1.48035257428434,e2,wto,ls,1.1527923,1.3708045390152,0,kvy,0.3,jtl,0.316072512997894,xv,ydq,lr,oi
yes,134743,1.88083726269098,e2,wto,hf,1.0982226,0,3.16,gmp,0.9,vrm,0.399999810107415,xv,kcr,lr,oi
no,177292,1.69323269039733,e2,wto,im,0.31715195,1.36152336965101,3.32,kvy,0.3,vrm,0.316233693171678,xv,ydq,al,oi
no,391977,1.90485573935874,e2,wib,ls,0.10224272,1.30495786348858,3.46,kvy,1,vrm,0.374163042929554,xv,kcr,lr,oi
yes,367044,2.07161075546079,e2,wto,im,0.054537214,1.32000313225935,3.74,kvy,0.9,jtl,0.399999810107415,xv,ydq,wg,oi
no,478829,1.43633262731482,e2,wto,ay,0.69816945,1.36124185323127,0,tdg,0.5,vrm,0.315273434026044,pv,kcr,ey,oi
no,414976,1.81819020089777,e2,wto,lz,3.7217894,1.34437394063035,2.83,kvy,0.2,vrm,0.399999810107415,xv,kcr,al,qe
no,442307,1.65549785373862,e8,wib,kh,0.12324255,1.34726648997435,3.46,kvy,0.3,vrm,0.316233693171678,xv,kcr,al,oi
no,148746,1.6870854567255,e2,wto,kh,1.3050532,1.36850751819221,3,kvy,0.3,vrm,0.399999810107415,xv,ydq,lr,qe
no,242522,1.83548052581138,e2,pzv,lz,0.60811107,1.43069371975862,3,tdg,0.7,vrm,0.447214229441579,xv,rql,lr,oi
no,441692,1.72532092009981,e2,wto,lz,2.4957753,1.35985515194495,3.46,gmp,0.3,vrm,0.316233693171678,xv,kcr,al,qe
no,55187,1.5375881810562,e2,pzv,lz,1.6438816,1.42190105797192,0,kvy,0.2,vrm,0.446996355902661,pv,jle,ey,oi
no,90738,1.41306018502075,e2,wto,hf,0.362607,1.39495918808276,0,gmp,0.3,vrm,0.42402862660805,xv,jle,al,oi
yes,336766,2.44631608849595,e2,wto,ow,1.6026971,1.45056103563845,3.61,kvy,0.8,vrm,0.447214229441579,xv,ydq,lr,oi
yes,290784,2.35591681465045,e2,wto,ay,0.36751187,1.34899108809246,3.74,gmp,0.9,jtl,0.374163042929554,xv,rql,lr,oi
yes,476517,1.63998230292178,e6,wib,im,2.9155928,1.30707373735466,3.32,kvy,1.5,vrm,0.316233693171678,xv,kcr,lr,oi
yes,426418,1.79076621036359,e2,wto,lz,0.76111028,0,3.74,gmp,0.6,vrm,0.399999810107415,gf,ydq,lr,qe
no,174755,1.71144185043859,e2,ldi,ls,0.52384027,1.42952686465209,2.65,kvy,0.4,vrm,0.424268256506693,xv,jle,lr,oi
no,86986,1.68989650694545,e2,wto,lz,6.3839628,1.35985515194495,3.32,gmp,0,vrm,0.316233693171678,xv,kcr,al,oi
no,192813,1.87415430640471,e2,pzv,im,3.4100609,1.39649010679394,2.65,kvy,0.4,vrm,0.424268256506693,xv,ydq,lr,oi
no,366241,1.73428989899944,e3,pzv,kh,3.6775785,1.39370431968188,3.16,kvy,0.2,vrm,0.399999810107415,xv,kcr,al,oi
no,214681,1.68007988936003,e2,wto,ls,0.92363935,1.36152336965101,3.16,gmp,0.4,vrm,0.316233693171678,pv,kcr,jz,oi
no,324073,1.92391234296824,e2,pzv,kh,1.1792352,1.40175026249348,3.61,kvy,0.2,vrm,0.374163042929554,xv,rql,al,oi
no,306599,1.58135864077071,e2,wib,ow,0.2135969,1.39077457234884,2.83,gmp,0,vrm,0.374163042929554,xv,ydq,lr,oi
no,209244,1.80129960759422,e2,wto,lz,1.8484682,1.40620761932421,3.32,kvy,0,vrm,0.447214229441579,pv,kcr,jz,oi
yes,338454,1.87529825413539,e2,wto,ls,0.53779941,1.38601092046659,3.61,kvy,0.4,jtl,0.374163042929554,xv,kcr,al,oi
no,519741,1.83324123437643,e2,wto,kh,0.37916772,1.34985409734085,3.61,kvy,0.4,vrm,0.316233693171678,xv,jle,lr,qe
yes,284723,2.58472195711396,e2,pzv,hf,0.65184366,1.4410215083183,3.61,kvy,0.5,vrm,0.565687580458434,gf,jle,lr,qe
no,521521,1.87785751129146,e2,wto,ls,0.35673234,1.44608883749147,3.32,kvy,0.7,vrm,0.399999810107415,xv,kcr,lr,qe
no,200194,1.39258359982283,e2,wto,kh,2.3853246,1.35496087404517,0,kvy,0.3,jtl,0.316233693171678,xv,ydq,al,oi
no,43679,1.83605913301991,e2,wto,ow,0.99423168,1.32879324686906,3.61,kvy,0.4,vrm,0.399999810107415,xv,jle,al,oi
no,575759,1.84576789132717,e2,pzv,ls,2.9091805,1.4,2.45,kvy,0.7,vrm,0.424268256506693,xv,ydq,al,oi
yes,275206,1.61653991248011,e2,wto,kh,2.1920678,1.36193971539775,2.83,kvy,0.3,vrm,0.316233693171678,xv,ydq,al,oi
yes,493710,1.98616740307719,e2,pzv,lz,2.1181421,1.32849060883339,3.74,kvy,0.2,vrm,0.374163042929554,xv,jle,lr,qe
no,130751,1.84104645754212,e2,wto,lz,0.71626008,1.3181193869898,3.61,kvy,0.3,vrm,0.316233693171678,xv,kcr,al,oi
no,285858,1.71262681494786,e2,pzv,kh,2.8422638,1.36674564363031,3.46,kvy,0,vrm,0.316233693171678,pv,rql,pw,oi
no,556750,1.88760574721624,e2,wto,lz,0.66355493,1.30967676209897,3.74,kvy,0.2,vrm,0.399999810107415,xv,ydq,lr,oi
no,117133,1.88644663854401,e2,wto,ls,0.51106115,1.38340555440768,3.61,kvy,0.6,vrm,0.399999810107415,pv,ydq,lr,oi
no,444431,1.52230710590391,e8,wib,im,4.8977203,1.30414353387664,2,kvy,0.2,vrm,0.316072512997894,xv,kcr,lr,oi
no,171443,1.69288475590943,e2,wto,im,0.56830286,1.35833462460462,3.46,kvy,0.2,vrm,0.316233693171678,xv,kcr,lr,oi
no,422381,1.82590921653882,e2,wto,lz,0.42535288,1.39750116090345,3.16,kvy,0.3,vrm,0.399999810107415,pv,ydq,pw,oi
no,233798,1.84482703836691,e2,wto,lz,0.63949366,1.35985515194495,3.61,kvy,0.3,vrm,0.374163042929554,xv,ydq,al,qe
no,277288,1.80274496211114,e2,wto,ow,0.82094395,1.38496403906439,3.46,gmp,0.3,vrm,0.374163042929554,xv,ydq,lr,oi
no,295876,1.68505733014563,e2,ldi,lz,3.1709993,1.43022409920542,3,kvy,0.3,vrm,0.374163042929554,xv,kcr,al,oi
yes,420254,1.73356514961259,e4,pzv,ls,2.5710874,1.38536593800352,3,kvy,0.2,vrm,0.42378636625611,xv,ydq,al,qe
no,542181,1.90657533189468,e2,wto,lz,1.9163245,0,3.61,kvy,0.2,vrm,0.399999810107415,xv,kcr,al,oi
yes,440678,1.70661972640829,e3,wto,lz,2.843744,1.35985515194495,3.46,kvy,0.4,vrm,0.316233693171678,xv,rql,lr,oi
yes,415547,1.58602318447226,e2,wto,lz,0.53548414,1.36674564363031,2,kvy,0.3,vrm,0.360547810422435,xv,rql,al,oi
no,36787,1.62049149835068,e2,wto,hf,0.7113885,1.41291275754896,1.73,kvy,0.8,vrm,0.424268256506693,li,kcr,lr,oi
no,528707,1.77400368984925,e2,wto,lz,0.45913998,1.41110403368005,2.45,kvy,0.2,vrm,0.447214229441579,xv,kcr,al,qe
no,340742,1.69532034988419,e2,wto,lz,1.878005,1.40743963312431,2,kvy,0.2,vrm,0.399506082093302,xv,ydq,lr,oi
no,515901,1.73164331332424,e2,wto,im,4.7296646,1.39750116090345,2.83,kvy,0.4,vrm,0.399999810107415,pv,ydq,ey,qe
no,2831,1.68593869838731,e2,wto,kh,1.0943754,1.40620761932421,1.73,gmp,0.6,vrm,0.39937810198432,xv,ydq,al,oi
no,393704,1.82897681366108,e2,pzv,kh,0.56107751,1.33076174162489,3.61,kvy,0.3,vrm,0.374163042929554,xv,ydq,al,oi
no,4833,1.73861199381373,e2,pzv,kh,4.3076571,1.36659727481154,3.46,kvy,0.2,vrm,0.374163042929554,pv,kcr,lr,oi
no,319756,1.96976554898077,e2,pzv,lz,1.0785389,1.33881871593266,3.61,kvy,0.2,vrm,0.399999810107415,gf,ydq,lr,qe
no,440434,1.77543324206742,e2,wto,lz,0.50916811,1.35833462460462,3.74,gmp,0.2,vrm,0.316233693171678,xv,ydq,al,qe
no,527499,1.76866525329533,e2,pzv,lz,3.8263533,1.3315095741109,3,kvy,0.2,vrm,0.399999810107415,xv,ydq,rk,oi
no,383039,1.67722733960394,e2,wib,kh,2.1605393,1.34726648997435,3.61,kvy,0,vrm,0.316233693171678,xv,ydq,lr,oi
no,11081,1.58084288082487,e2,wib,ow,1.7238999,1.35833462460462,2.83,gmp,0.4,jtl,0.316233693171678,pv,jle,ey,oi
no,37910,1.49746905819252,e2,wib,lz,0.84992589,1.33076174162489,1.41,kvy,0.2,vrm,0.316233693171678,pv,rql,jl,qe
no,181907,1.8009807175981,e2,wto,kh,1.1065899,1.37682096419753,3.61,kvy,0.3,vrm,0.316233693171678,xv,ydq,al,oi
no,5932,1.69330773811946,e2,pzv,lz,4.359785,1.3687910327232,3.46,kvy,0,vrm,0.316233693171678,pv,kcr,jl,oi
no,239364,1.89917334370985,e2,wto,lz,0.86031305,1.32140376978623,3.61,kvy,0,vrm,0.374163042929554,xv,kcr,al,oi
no,136749,1.84513236786138,e2,pzv,im,1.5321268,1.4,2.83,kvy,0.6,vrm,0.424268256506693,xv,kcr,lr,oi
no,574128,1.74680124364126,e2,wto,lz,0.66439595,1.31033074881425,3.32,kvy,0.2,vrm,0.316233693171678,xv,jle,lr,oi
yes,570706,2.44667227758698,e2,wto,ay,1.9657185,1.39089804683054,3.61,kvy,0.3,jtl,0.447214229441579,xv,ydq,rk,qe
no,120375,1.61179199142826,e2,wto,hf,2.0100392,1.37483164442015,2.45,kvy,0.5,vrm,0.316233693171678,xv,kcr,lr,oi
no,532044,1.93108711044493,e2,pzv,hf,3.0818107,1.39000251863267,3.61,kvy,0.6,vrm,0.387290745222102,pv,ydq,jz,oi
no,237969,1.68930433065989,e2,pzv,hf,0.509021,1.40865869992873,2.24,kvy,0.2,vrm,0.42378636625611,xv,ydq,wg,oi
yes,249951,2.42734796820295,e2,pzv,kh,1.1382792,1.4410215083183,3.46,kvy,0.2,jtl,0.565687580458434,xv,ydq,al,oi
no,125131,1.77508924542333,e2,wto,lz,1.9571589,1.35985515194495,3.61,kvy,0,vrm,0.316233693171678,xv,kcr,al,oi
no,377551,1.56040887689023,e2,wto,kh,0.95618358,1.28878200035278,2.45,gmp,0.1,vrm,0.316233693171678,xv,ydq,wg,qe
no,111500,1.50874137188507,e2,wto,kh,2.3766182,1.36743077068697,1,kvy,0.3,vrm,0.316072512997894,xv,ydq,wg,oi
no,352855,1.62462119746508,e2,wto,lz,0.061788678,1.35426212104138,1.73,kvy,0.3,vrm,0.424268256506693,xv,ydq,al,oi
no,101731,1.6048583709904,e2,wto,ow,0.49947132,1.36193971539775,2.65,gmp,0.8,vrm,0.316233693171678,xv,ydq,jz,oi
no,354143,1.6361354645387,e2,pzv,lz,1.9008252,1.3687910327232,3,kvy,0.4,vrm,0.316233693171678,pv,kcr,jz,oi
no,144490,1.66417567360659,e2,wto,ls,0.4009475,1.40620761932421,1.41,gmp,0.5,vrm,0.39937810198432,gf,kcr,al,oi
